,text,_input_hash,_task_hash,options,_session_id,_view_id,accept,answer,meta,len,RnD,BM,Practice,Ops,MnA,Product,Enabler,CX
157,"Over the last few years, we haveseen the transformation, successive transformation of people's habits, especially out of the technologicchanges. Those transformations actually became so intense that the adaptation to them is not a step-by-step, as weknow -- as we knew. We would evolve to a new level and things would stable -- get stable, you would goafter the next level.",1985342249,172542354,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Itau Unibanco Holding S.A., H1 2019 Earnings Call, Sep 03, 2019'}",0,0,0,0,0,0,0,0,0
158,But I will say that it's partially the end-to-end portfolio. It's the competitiveness of the product lineup that's giving us this high conversion rates. So I'm veryNOKIA CORPORATION FQ1 2017 EARNINGS CALL |  ,-727232775,1417832647,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Nokia Corporation, Q1 2017 Earnings Call, Apr 27, 2017'}",0,0,0,0,0,0,0,0,0
159,"However, at this point in time, I cannot say that we can make an upward revisionof the ARPA expectation. Daisaku MasunoNomura Securities Co. Ltd., Research DivisionNow ARPA and handsets, is there any relationship between the 2?Takashi TanakaChairman of the BoardHandsets, devices, the older versions will not change. So tablets have to be sold and also routers are sold,so I think that is the only thing I can say in response to your question.",1883261320,-1065040154,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'KDDI Corporation, Q1 2016 Earnings Call, Aug 07, 2015'}",0,0,0,0,0,0,0,0,0
160,"This is stock business. This situation will not change overnight, but gradually,the collaboration side, we expect to increase. And this is exactly what we are aiming for.",-873551709,1758944680,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Nippon Telegraph and Telephone Corporation, Q3 2016 Earnings Call, Feb 05, 2016'}",0,0,0,0,0,0,0,0,0
161,"And so we're working to automate as much as we can of that process to ensurethat we can facilitate a cost-effective and high-value transformation for our customers. OperatorWe will now take our question from Michael Briest from UBS.Michael BriestUBS Investment Bank, Research DivisionCongratulations, Jen and Christian, on your promotions.",544296362,-402888952,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Ops', 'CX']",accept,"{'meta': 'SAP SE, Q3 2019 Earnings Call, Oct 21, 2019'}",2,0,0,0,1,0,0,0,1
162,"Even as we pursue our long-term strategy, we always look for ways to bank savings before we makesignificant investments, as we did in the first half of the year. We noted in June that pull-forwardinvestments in Restock Kroger that began in the last 4 weeks of the quarter and continued spaceoptimization rollout will be headwinds to ID sales in the second quarter. So this effect is not a surprise tous.",1922873980,1457811187,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'The Kroger Co., Q2 2019 Earnings Call, Sep 13, 2018'}",0,0,0,0,0,0,0,0,0
163,"And my second questionhas to do with the U.K. You reported a mobile service revenue growth rate of positive 0.5% today. Andpreviously, as you reported on a different basis, the mobile service revenue trends that we had previouslywere on an IAS 18 basis.",1462503719,-1375003741,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Telefonica, S.A., Q1 2019 Earnings Call, May 10, 2019'}",0,0,0,0,0,0,0,0,0
164,"First one on darolutamide. If you can giveus a sense for your early communication with physicians, with key opinion leaders, and how do you seethis asset kind of making its role in the treatment paradigm.",49254892,-1386724797,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Bayer Aktiengesellschaft, Q1 2019 Earnings Call, Apr 25, 2019'}",0,0,0,0,0,0,0,0,0
165,"And I think as you can see, one ofthe reasons they've done so well in terms of their profit delivery is they've done well on -- [ Bas ] hasdone extremely well in his transformation agenda as well. So it's not the highest priority, of course, but it'san important contributor to the group.",1573274381,1543054778,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'BT Group plc, Q4 2019 Earnings Call, May 09, 2019'}",0,0,0,0,0,0,0,0,0
166,"It's an important part of our business. But we believe thatonline and mobile are a much bigger part of the business than just the online sales because it's really thefront door to the store. This is where -- we all know this, this is where the customers start their research.",71195829,123642198,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'BM']",accept,"{'meta': 'Best Buy Co., Inc., Q2 2016 Earnings Call, Aug 25, 2015'}",2,0,1,0,0,0,0,0,1
167,"Mathieu?Mathieu RobilliardBarclays Bank PLC, Research DivisionI have two questions, please. First, with regards to 5G and the evolution of mobile network. Some ofyour competitors don't believe that small cells will be needed in Europe for a while and not for a numberof years.",-1030717403,1237837321,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Deutsche Telekom AG, Q2 2017 Earnings Call, Aug 03, 2017'}",0,0,0,0,0,0,0,0,0
168,"We want to strengthen those foundations, especially in Africa,China, India and Southeast Asia and create region-based businesses. Next item is digital transformation. I think there are 2 viewpoints, namely internal reforms and customervalue enhancement, and we divide them into 4 quadrants, as shown on this page.",1134595808,-797921517,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Ops', 'CX']",accept,"{'meta': 'Toyota Tsusho Corporation, Q4 2019 Earnings Call, May 08, 2019'}",2,0,0,0,1,0,0,0,1
169,"The addition of Catamaran acceleratesour efforts significantly. Together, we believe we will better serve people through a comprehensive, whole-person approach that integrates data, information, analytics and clinical care insight to support caretreatments and compliance rather than just filling prescriptions. This is doubly true in the coming era ofspecialty drugs.",-413287463,-385650824,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['BM', 'Product']",accept,"{'meta': 'UnitedHealth Group Incorporated, Q2 2015 Earnings Call, Jul 16, 2015'}",2,0,1,0,0,0,1,0,0
170,"Firstly, I would like to acknowledge my colleagues in the audience. The feedback we've had from peoplegenerally is that they appreciate the interaction and the ability to chat to people regarding the results. So we'll continue to make the guys who really do know what's happening in the business and other theguys driving the change.",-699308241,-462023110,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Anglo American plc, H1 2017 Earnings Call, Jul 27, 2017'}",0,0,0,0,0,0,0,0,0
171,"We are on course to achieve our efficiency, CapExand divestment targets, while also reducing our overall group and upstream free cash flow breakeven. We are protecting our balance sheet through expenditure optimization. So far, we have been able tostay below our investment budget and in line with our guidance without impacting our 2016 productionprofile.",455134212,-499390176,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Repsol, S.A., Q1 2016 Earnings Call, May 05, 2016'}",0,0,0,0,0,0,0,0,0
172,"In 2017, our new generation core banking systems have been completed, and that enables our capabilityto build new services and products. And we also make use of big data to support the efficiency andCHINA CONSTRUCTION BANK CORPORATION FY 2017 EARNINGS CALL |  MAR 28, 2018   5precision",-865408793,257835480,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Ops'],accept,"{'meta': 'China Construction Bank Corporation, 2017 Earnings Call, Mar 28, 2018'}",1,0,0,0,1,0,0,0,0
173,"This meaningful margin improvement was driven in part by efficiencies in SG&A as we continue to deliveron our Covidien synergies. It is worth noting that our extensive effort to move Covidien onto Medtronic'sglobal ERP system is underway and meeting our expectations. As we have outlined, this activity is anenabler, driving a portion of the cost savings we expect to realize in the latter half of the synergy period.",-863719103,-1064501203,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Ops'],accept,"{'meta': 'Medtronic plc, Q3 2017 Earnings Call, Feb 21, 2017'}",1,0,0,0,1,0,0,0,0
174,"all 3 are quite well positioned in that value chain, which will probably have a more , let's say, regionallyoptimization -- optimization work towards every region of the country as we -- by the way, as we see inthe U.S. and Europe. So that's more or less the logic of what we see.",405727211,-65079539,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Ultrapar Participacoes S.A., Q3 2019 Earnings Call, Nov 07, 2019'}",0,0,0,0,0,0,0,0,0
175,"pointsof combined pressure. These pressures were partially offset by higher overall product margin rate, whichincluded the benefit from our gross profit optimization initiatives. The International gross profit rate of 22.2% was flat to last year.",1132374146,1857708386,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Best Buy Co., Inc., Q3 2019 Earnings Call, Nov 20, 2018'}",0,0,0,0,0,0,0,0,0
176,"We've notchedmany accomplishments and milestones during 2014 that underscore a rapid evolution. Some of theseinclude: launching our proprietary series of IoT and Big Data symposiums to enable our customers andpartners to capture the rapid growth afforded by these technologies; we successfully transformed ourenterprise computing solutions business so that security and infrastructure software and services havebecome the majority of our business; the ongoing advancement of our technology portfolio continuedARROW ELECTRONICS, INC. FQ4 2014 EARNINGS CALL |  FEB 05, 2015Copyright",-1804893503,-1835582869,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'Practice']",accept,"{'meta': 'Arrow Electronics, Inc., Q4 2014 Earnings Call, Feb 05, 2015'}",2,0,0,1,0,0,1,0,0
177,", I think, it's in this market where you cansee the value is -- there is a transference of value between mobile to [indiscernible] activity, driven byORANGE S.A. FQ1 2017 EARNINGS CALL |  APR 27, 2017Copyright",-1132108718,-829007532,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Orange S.A., Q1 2017 Earnings Call, Apr 27, 2017'}",0,0,0,0,0,0,0,0,0
178,"In the process industries, there remains a very, very subdued investment climate,which is very dampened. If you look at anything discrete around electronics, automotive, our customersare spending especially in automation to get more productivity, more quality out of their assets, get moreasset utilization, and that's something that I would rate as a slight positive. If you take the infrastructureABB LTD FQ3 2016 EARNINGS CALL |  OCT 27, 2016",-616952842,-14098584,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'ABB Ltd., Q3 2016 Earnings Call, Oct 27, 2016'}",1,0,0,0,0,0,1,0,0
179,"We are seeing growth in multivendor services, leveraging our global scale and deeptechnical skills. We've expanded our multivendor services into industries like banking, retail and healthcare, and into technologies, including ATMs, mobile, point-of-sale and Internet of Things. Think of this asproviding wall-to-wall support for our clients.",380644275,-830415470,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'International Business Machines Corporation, Q4 2016 Earnings Call, Jan 19, 2017'}",1,0,0,0,0,0,1,0,0
180,"At the same time,TSMC's 7-nanometer offers a substantial density improvement, performance improvement and powerreduction from 10-nanometer. These 2 technologies, 10-nanometer and 7-nanometer, will cover a verywide range of application, including application processors for smartphone, high-end networking, advancedgraphics, field-programmable gate array, game console, wearables and other consumer products. We see major product advancement in 3 major product sectors in the next 2 years from 2015 to 2017.First sector is high-end smartphone.",-1408485372,-34709588,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'Taiwan Semiconductor Manufacturing Company Limited, Q4 2015 Earnings Call, Jan 14, 2016'}",1,0,0,0,0,0,1,0,0
181,So -- but we'reoptimistic that there's a framework here that is attractive to our customers in the sense of how do theymanage their own economics even as they make their digital transformation. OperatorOur final question comes from the line of Steven Milunovich with UBS.Steven Mark MilunovichUBS,-1006990796,620319982,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Dell Technologies Inc., Q1 2018 Earnings Call, Jun 08, 2017'}",0,0,0,0,0,0,0,0,0
182,"I don't think they want to buy à la carte. Theywant to buy a bundle of programming. We think there'll be more people, more players offering bundles ofprogramming.",1547801736,605393946,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Twenty-First Century Fox, Inc., Q3 2015 Earnings Call, May 06, 2015'}",0,0,0,0,0,0,0,0,0
183,"So you cansee that going forward, we can say that we have been investing 20% to 30% more on a yearly basis intechnology. That's why we can go through this transformation and truly deliver the best experience to ourcustomers. And that will give us opportunities in terms of cost efficiency.",721598534,711378001,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'Ops']",accept,"{'meta': 'Itau Unibanco Holding S.A., H1 2019 Earnings Call, Sep 03, 2019'}",2,0,0,0,1,0,0,0,1
184,"Before I hand over to Marina to take you through the figures of the second quarter, let me just say a fewwords on the stress test announced on Friday. The result of the test did not come as a surprise to us butunderlines the pertinence and the need and timing of the in-depth strategic review, which, as I said, willfocus heavily on capital optimization measures. Marina, over to you.UNICREDIT S.P.A. FQ2 2016 EARNINGS CALL |  AUG 03, 2016",1359672611,-137936070,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'UniCredit S.p.A., Q2 2016 Earnings Call, Aug 03, 2016'}",0,0,0,0,0,0,0,0,0
185,"We are also preparingfor volume production of 2Z nano-based LPDDR4X and sales of HBM2 in response to growing demand forhigh-performance products.[Foreign Language] For NAND, we started mass production of the 48-layer TLC product late last yearfollowing the 36-layer MLC. We successfully developed the 72-layer product in the first quarter of this year.",-1561271134,30048386,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'SK Hynix Inc., Q1 2017 Earnings Call, Apr 25, 2017'}",1,0,0,0,0,0,1,0,0
186,"And then you get back to this combination of highend plus people making tactical, shorter-term decisions as the market starts to slowly move towards atransformation agenda. The customers who are in this transformation mode are making big, multiyearstrategic purchases. So as more of that happens, then I think that could be a positive thing going forward.",-929773665,30022031,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Enabler'],accept,"{'meta': 'Dell Technologies Inc., Q4 2017 Earnings Call, Mar 30, 2017'}",1,0,0,0,0,0,0,1,0
187,"Microsoft Teams is core to our vision for the modern workplace as a digital hub for teamwork, bringingtogether conversations, meetings and content into a single canvas. We are integrating AI and cognitiveservices to make meetings more productive for users today and longer term. Lastly, Microsoft 365 connects users, devices and SaaS applications into a single control plane tosimplify IT management while providing comprehensive security across the entire digital estate.",-2024299551,799994404,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['CX'],accept,"{'meta': 'Microsoft Corporation, Q1 2018 Earnings Call, Oct 26, 2017'}",1,0,0,0,0,0,0,0,1
188,"For good order, that's at constant currency. We've updated oursimulation by applying last Friday's rates for the remainder of the year. We derived an approximately 3points headwind from currency translation for both sales and EBIT.For Helios, given the Easter effect, 3% organic sales growth in Q1 bodes well for the full year, and 8%EBIT growth is bang in the middle of the range that's implied by our EUR 670 million to EUR 700 milliontarget.",-882177425,2076479381,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Fresenius SE  Co KGaA, Q1 2016 Earnings Call, May 03, 2016'}",0,0,0,0,0,0,0,0,0
189,"Analytics is another business that is starting to shift fast to the cloud. And wehave a very strong offering around that with analytics cloud, which is receiving great attention. Then wehave the offerings around IoT and Digital Supply Chain.",-362628664,455836100,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'SAP SE, Q4 2017 Earnings Call, Jan 30, 2018'}",1,0,0,0,0,0,1,0,0
190,"Last month, at our annual flagship event, Lenovo TechWorld in Shanghai, we shared our vision in artificial intelligence and showcased progress in Device +Cloud, Infrastructure + Cloud. Innovative products were demonstrated, including SmartCast, the nextgeneration of smart assistant; SmartVest, the health monitoring smart wear; daystAR, the AR glasses toassist the industry of maintenance; and smart services, the AI-powered customer service chatbot as wellas industry vertical solutions for manufacturing, health care and municipal operation. The feedback hasbeen exceedingly positive.",625851565,825928531,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'CX']",accept,"{'meta': 'Lenovo Group Limited, Q1 2018 Earnings Call, Aug 18, 2017'}",2,0,0,0,0,0,1,0,1
191,"Our mobile monetization rate increased to 2.39% in September quarter, upfrom 2.16% in June quarter and 1.73% in March quarter. The trajectory is especially impressive becausethe substantial of larger business that began in late February have disproportionately, negatively impactedmobile monetization. So going forward, we expect improvement in mobile monetization will be driven by our proven abilityto",-1378653736,1352093301,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Alibaba Group Holding Limited, Q2 2016 Earnings Call, Oct 27, 2015'}",0,0,0,0,0,0,0,0,0
192,"Revenue growth was led by strong double-digit growth in our DigitalStrategy and iX business, which implements end-to-end digital transformation strategies for our clients. GBS is uniquely positioned to bring together IBM's first-mover advantage in the most promising emergingtechnologies like blockchain with their industry expertise to develop solutions, which help clients unlockvalue. INTERNATIONAL BUSINESS MACHINES CORPORATION FQ1 2018 EARNINGS CALL |  APR 17,2018Copyright",-1716172640,-557332597,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'Enabler']",accept,"{'meta': 'International Business Machines Corporation, Q1 2018 Earnings Call, Apr 17, 2018'}",2,0,0,0,0,0,1,1,0
193,"So we are trying to create the digitalbusiness and also conduct the implementation of digital culture. So we are conducting company-wideactivities known as everyone's DX or digital transformation. Also we conducted in-house pitches back inFebruary and March, and we had more than 80 business ideas generated from the business units.",13152572,586262392,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Enabler', 'Practice']",accept,"{'meta': 'Toshiba Corporation, 2019 Earnings Call, May 13, 2019'}",2,0,0,1,0,0,0,1,0
